block,SNPs,hits,Z,top_candidate_p,Z_pVal,chrom,mid_pos,n_up,n_dn,lead_pos,lead_ref,mean_beta,dir,fdr,bonferroni
1_2258,21,2,0.7940275003334202,0.0185116748833229,0.6897042771847589,Chr1,16856138.0,12,9,16860566,65,0.033670295,up-in-warm,0.9977500826707698,False
1_3102,21,1,0.7937563850090732,0.1902721317787416,0.6897762448573759,Chr1,21810338.0,8,13,21844364,1,-0.017712256,down-in-warm,0.9977500826707698,False
1_3521,1,0,0.2644087108764865,1.0,0.6898722103412547,Chr1,22600155.0,0,1,22600155,1,-0.045235995,down-in-warm,0.9977500826707698,False
4_2315,111,6,2.6928067682797248,0.0009252865260725,0.6900118055864697,Chr4,10935836.0,54,57,10937469,78,0.008579116,up-in-warm,0.9977500826707698,False
2_632,1,0,0.2635867883114723,1.0,0.6901040748580967,Chr2,5417985.0,0,1,5417985,125,-0.04383849,down-in-warm,0.9977500826707698,False
1_2746,3,0,0.3169722943470485,1.0,0.690455588775933,Chr1,19619360.0,1,2,19619360,1,0.013583932,up-in-warm,0.9977500826707698,False
2_1828,2,0,0.288472349141474,1.0,0.6908018208830096,Chr2,17148433.0,0,2,17148475,1,-0.027867727,down-in-warm,0.9977500826707698,False
2_409,1,0,0.2609960932619745,1.0,0.6908344154438311,Chr2,1147746.0,0,1,1147746,29,-0.03025743,down-in-warm,0.9977500826707698,False
5_528,78,4,2.0834086452511613,0.0079327715412115,0.6909381488811851,Chr5,6518264.0,31,47,6525279,1,-0.007276579,down-in-warm,0.9977500826707698,False
4_1548,36,2,1.1603405102851092,0.0503456117505813,0.6909710574922947,Chr4,9163532.0,22,14,9163532,1,0.03376593,up-in-warm,0.9977500826707698,False
4_1214,3,0,0.314900446536773,1.0,0.6910356843934202,Chr4,8211093.0,1,2,8210793,386,0.0057556103,up-in-warm,0.9977500826707698,False
5_1379,6,0,0.3948886536937725,1.0,0.6913716995456033,Chr5,16391380.0,2,4,16390879,170,0.017171025,up-in-warm,0.9977500826707698,False
5_2633,7,1,0.4213945368129141,0.06793465209301,0.6914720005007756,Chr5,22570915.0,3,4,22570915,1235,0.010190968,up-in-warm,0.9977500826707698,False
4_1392,12,1,0.5541423738420623,0.1136151282838708,0.6915091593702904,Chr4,8890450.0,5,7,8890450,1,0.0012431977,up-in-warm,0.9977500826707698,False
4_2801,1,0,0.2578516512466354,1.0,0.6917198499993922,Chr4,15592104.0,0,1,15592104,7,-0.013700254,down-in-warm,0.9977500826707698,False
1_2801,6,0,0.39204843958911,1.0,0.692158254225916,Chr1,19852683.0,5,1,19853456,67,0.035283633,up-in-warm,0.9977500826707698,False
4_2135,1,0,0.2556006712932996,1.0,0.6923530131317763,Chr4,10594821.0,0,1,10594821,111,-0.045538474,down-in-warm,0.9977500826707698,False
3_2382,5,1,0.3642276716428503,0.0490099501,0.6923980209361666,Chr3,17235352.0,2,3,17235352,1,-0.0034644473,down-in-warm,0.9977500826707698,False
1_2486,158,9,3.3571900698539894,3.52059446203629e-05,0.6930968527587711,Chr1,18028679.0,84,74,18028679,2,0.0068171923,up-in-warm,0.9977500826707698,False
1_2101,2,0,0.2797499460233058,1.0,0.6932474079319098,Chr1,13142785.0,0,2,13142785,1,-0.030529475,down-in-warm,0.9977500826707698,False
4_2603,53,2,1.5447584129785417,0.0986910014697207,0.693344174683253,Chr4,12983697.0,22,31,12983088,1,-0.014269635,down-in-warm,0.9977500826707698,False
5_2604,1,0,0.2518581868070393,1.0,0.6934044438241003,Chr5,22336455.0,0,1,22336455,1,-0.018526515,down-in-warm,0.9977500826707698,False
1_1654,5,0,0.3605642942500657,1.0,0.6934140868362267,Chr1,10981806.0,1,4,10981806,1,0.0049307225,up-in-warm,0.9977500826707698,False
1_705,3,0,0.3058089050154741,1.0,0.6935755767021516,Chr1,6184778.0,2,1,6184831,120,-0.02509666,down-in-warm,0.9977500826707698,False
5_1448,1,0,0.2502323360085153,1.0,0.6938607229665404,Chr5,16508771.0,1,0,16508771,47,0.05997536,up-in-warm,0.9977500826707698,False
2_1565,93,2,2.3577280649666155,0.2383786116697114,0.6940186194562438,Chr2,15335446.0,35,58,15329647,124,-0.012526254,down-in-warm,0.9977500826707698,False
5_834,47,5,1.403935911732876,0.000108128368883,0.6945853734995393,Chr5,9890327.0,18,29,9890834,3091,-0.033484083,down-in-warm,0.9977500826707698,False
3_711,1,0,0.2458023988660476,1.0,0.6951024148509637,Chr3,7896530.0,0,1,7896530,1,-0.037063435,down-in-warm,0.9977500826707698,False
4_1025,2,0,0.2725511870522609,1.0,0.6952593427743736,Chr4,8003477.0,0,2,8003477,1,-0.07141754,down-in-warm,0.9977500826707698,False
5_914,185,6,3.637677611831102,0.0112923769461796,0.6955199395694693,Chr5,12445127.0,126,59,12385518,1,0.037930243,up-in-warm,0.9977500826707698,False
5_1586,2,0,0.2716166917112134,1.0,0.6955200881229112,Chr5,16709856.5,1,1,16710030,1,0.01510393,up-in-warm,0.9977500826707698,False
3_1093,21,1,0.7704636225628898,0.1902721317787416,0.6959319482467,Chr3,9588775.0,6,15,9588775,1,-0.035096563,down-in-warm,0.9977500826707698,False
1_722,96,2,2.403295360131827,0.2494526461577047,0.6960846212853025,Chr1,6565686.0,63,33,6577107,1,0.04131693,up-in-warm,0.9977500826707698,False
1_4513,15,0,0.6144957872302851,1.0,0.6963999946584422,Chr1,25363316.0,6,9,25363316,1,-0.01071399,down-in-warm,0.9977500826707698,False
1_4664,10,0,0.4828406842226222,1.0,0.696536247755289,Chr1,26148406.0,4,6,26148406,670,-0.014709115,down-in-warm,0.9977500826707698,False
4_1328,1,0,0.2403808790633299,1.0,0.6966189899125811,Chr4,8606222.0,0,1,8606222,249,-0.02494132,down-in-warm,0.9977500826707698,False
1_4604,53,1,1.5311307391345492,0.4129632180625156,0.6966433937439143,Chr1,25952250.0,36,17,25952250,1,0.029822709,up-in-warm,0.9977500826707698,False
3_129,8,0,0.4285686736938057,1.0,0.6968465943715997,Chr3,1498080.0,3,5,1496949,58,-0.012537998,down-in-warm,0.9977500826707698,False
4_1117,6,0,0.374587398425247,1.0,0.696974338924033,Chr4,8062775.0,1,5,8062775,1,-0.03091626,down-in-warm,0.9977500826707698,False
1_4311,39,1,1.2078764219544966,0.3242709509397169,0.6970136848543476,Chr1,24587171.0,24,15,24587205,2109,0.03162242,up-in-warm,0.9977500826707698,False
1_3850,71,2,1.9152505275603493,0.1587742786796478,0.6970370401986217,Chr1,23295658.0,34,37,23295659,10790,0.01175909,up-in-warm,0.9977500826707698,False
1_3735,3,0,0.2928430504658963,1.0,0.6971817763721281,Chr1,23002195.0,2,1,23002195,1,-0.0023148346,down-in-warm,0.9977500826707698,False
1_1387,13,0,0.5580078735806825,1.0,0.6975611889959914,Chr1,9389154.0,6,7,9390863,1,0.011788749,up-in-warm,0.9977500826707698,False
4_1393,6,0,0.3724404994319028,1.0,0.6975641598756183,Chr4,8900737.0,4,2,8894855,68,0.06500674,up-in-warm,0.9977500826707698,False
2_2168,85,3,2.1910472834583583,0.0539836314513585,0.6976082897862781,Chr2,19556913.0,43,42,19512913,1,0.017165827,up-in-warm,0.9977500826707698,False
5_2449,18,4,0.6873212950976608,2.7352225666657963e-05,0.6976466060157884,Chr5,21620900.0,13,5,21611996,1,0.03417602,up-in-warm,0.9977500826707698,False
2_318,84,4,2.170761599545978,0.0102392269587808,0.6978421210096344,Chr2,926131.0,43,41,926131,8550,0.0075430814,up-in-warm,0.9977500826707698,False
1_2468,2,0,0.2629655971551187,1.0,0.6979292092596241,Chr1,17970508.0,1,1,17970475,1,-0.004364319,down-in-warm,0.9977500826707698,False
2_1899,37,0,1.1559355323899314,1.0,0.6981265683874602,Chr2,17620307.0,24,13,17619924,1,0.04101056,up-in-warm,0.9977500826707698,False
4_1860,3,1,0.2891763020698464,0.029701,0.6981981533775471,Chr4,9887944.0,3,0,9887944,1,0.034919932,up-in-warm,0.9977500826707698,False
5_1255,1,0,0.2346938776012128,1.0,0.6982061960099388,Chr5,15910971.0,1,0,15910971,1,0.065551996,up-in-warm,0.9977500826707698,False
1_4040,41,2,1.2500458466832491,0.0634395380024474,0.6982444037992821,Chr1,23932472.0,28,13,23939919,417,0.030167708,up-in-warm,0.9977500826707698,False
4_490,14,0,0.5811450025726154,1.0,0.6983601677586313,Chr4,5763732.5,4,10,5767295,1,-0.0035667797,down-in-warm,0.9977500826707698,False
2_1518,5,1,0.342461891276307,0.0490099501,0.6984130153005904,Chr2,14985555.0,4,1,14985555,1,0.046515327,up-in-warm,0.9977500826707698,False
1_2699,130,6,2.9528718122013724,0.0020769221997132,0.6984533530711943,Chr1,19447941.0,58,72,19444204,2,0.0032169393,up-in-warm,0.9977500826707698,False
5_2486,2,0,0.2599134293736557,1.0,0.6987771171260457,Chr5,21966187.0,1,1,21966187,1,-0.006637361,down-in-warm,0.9977500826707698,False
3_2998,91,8,2.2991035496401264,4.0649157438643775e-06,0.6988039885811725,Chr3,19488709.0,40,51,19485207,1,0.0031953524,up-in-warm,0.9977500826707698,False
5_680,2,0,0.2596702158574001,1.0,0.6988446369471193,Chr5,8092146.5,2,0,8092610,59,0.035860144,up-in-warm,0.9977500826707698,False
5_168,1,0,0.2323460090099882,1.0,0.698860380915702,Chr5,991028.0,1,0,991028,177,0.10006793,up-in-warm,0.9977500826707698,False
1_205,24,1,0.8346183426750994,0.2143218591927812,0.6989634066998409,Chr1,1564488.0,14,10,1564488,1,0.032034595,up-in-warm,0.9977500826707698,False
1_2939,1,0,0.2318493312522478,1.0,0.6989986879554481,Chr1,21368421.0,1,0,21368421,1,0.010610358,up-in-warm,0.9977500826707698,False
2_1048,1,0,0.2317194803644297,1.0,0.6990348420736311,Chr2,10219787.0,0,1,10219787,72,-0.017904002,down-in-warm,0.9977500826707698,False
1_4490,35,1,1.1043978373448822,0.2965523050004308,0.699050319376022,Chr1,25298451.0,21,14,25298451,1,0.015460573,up-in-warm,0.9977500826707698,False
4_2855,1,0,0.2316067555558813,1.0,0.6990662262247423,Chr4,16818304.0,0,1,16818304,105,-0.029488081,down-in-warm,0.9977500826707698,False
1_2150,115,6,2.716064441291365,0.001111718694226,0.69917154425453,Chr1,16105418.0,54,61,16105375,4,0.009668591,up-in-warm,0.9977500826707698,False
4_83,1,0,0.2306378759845559,1.0,0.699335914868866,Chr4,640835.0,1,0,640835,52,0.053335823,up-in-warm,0.9977500826707698,False
5_1848,7,0,0.3927331598971081,1.0,0.6993427798569598,Chr5,17559501.0,4,3,17559510,1618,0.004162404,up-in-warm,0.9977500826707698,False
1_3721,4,0,0.3117760636670207,1.0,0.6994344256230497,Chr1,22978896.0,2,2,22979512,97,0.14183407,up-in-warm,0.9977500826707698,False
2_672,113,7,2.679062395655615,0.0001532452770838,0.7000736858626647,Chr2,6153622.0,48,65,6154262,1,0.006439089,up-in-warm,0.9977500826707698,False
3_1378,6,0,0.3619450836161585,1.0,0.7004401411003237,Chr3,10962956.0,2,4,10962956,1,0.020174911,up-in-warm,0.9977500826707698,False
1_1881,1,0,0.2265101574653995,1.0,0.7004836452320286,Chr1,11546066.0,0,1,11546066,1,-0.062355284,down-in-warm,0.9977500826707698,False
4_2307,1,0,0.2254557314609463,1.0,0.7007765142906072,Chr4,10908588.0,1,0,10908588,59,0.045252062,up-in-warm,0.9977500826707698,False
3_3124,2,1,0.2525077694377533,0.0199,0.7008299769470009,Chr3,20975607.5,1,1,20975245,1,0.032331996,up-in-warm,0.9977500826707698,False
4_1598,1,0,0.2241925759396628,1.0,0.7011271872396874,Chr4,9307515.0,0,1,9307515,135,-0.03394222,down-in-warm,0.9977500826707698,False
1_4588,1,0,0.2239875381697536,1.0,0.7011840915111243,Chr1,25864975.0,0,1,25864975,184,-0.07399948,down-in-warm,0.9977500826707698,False
1_4708,10,0,0.464289466046416,1.0,0.7015564663321139,Chr1,26295928.0,2,8,26295396,1,-0.0049513057,down-in-warm,0.9977500826707698,False
3_2937,2,0,0.2495733329487424,1.0,0.7016416469427912,Chr3,19030001.0,1,1,19030001,1,-0.029475788,down-in-warm,0.9977500826707698,False
4_1137,2,0,0.2495337079808086,1.0,0.7016526004125496,Chr4,8082930.0,2,0,8082930,109,0.06918253,up-in-warm,0.9977500826707698,False
1_2930,1,0,0.2208256894859798,1.0,0.702060977426487,Chr1,21361406.0,0,1,21361406,553,-0.054365303,down-in-warm,0.9977500826707698,False
2_312,4,0,0.3020758300326288,1.0,0.7021022802850515,Chr2,879229.0,3,1,879229,1,0.03271035,up-in-warm,0.9977500826707698,False
5_3019,57,1,1.5966624731173973,0.4360948095476124,0.7021033085465774,Chr5,25753068.0,21,36,25726266,1,-0.0022242074,down-in-warm,0.9977500826707698,False
5_1234,15,1,0.5930175730251601,0.1399416453587116,0.7021230165218808,Chr5,15830972.0,4,11,15831287,1,-0.053783897,down-in-warm,0.9977500826707698,False
1_4469,1,0,0.2193437551309672,1.0,0.7024715630118246,Chr1,25141448.0,1,0,25141448,61,0.04266628,up-in-warm,0.9977500826707698,False
1_2870,176,14,3.5116332525081133,4.063351199067812e-09,0.7025685089213106,Chr1,20828982.5,74,102,20834619,1,-0.0066819745,down-in-warm,0.9977500826707698,False
3_289,2,0,0.2462172538512602,1.0,0.7025687132223002,Chr3,2491852.0,0,2,2491852,1,-0.055172578,down-in-warm,0.9977500826707698,False
1_666,1,0,0.2187529751666814,1.0,0.7026351727992574,Chr1,5732785.0,1,0,5732785,104,0.051333874,up-in-warm,0.9977500826707698,False
5_1200,59,5,1.6370580914024486,0.0003195684572613,0.7028443756628253,Chr5,15453785.0,23,36,15453785,2385,-0.010400309,down-in-warm,0.9977500826707698,False
1_2877,202,4,3.7461211898255775,0.1456021401204333,0.7029689503608538,Chr1,21075711.0,81,121,21064192,1,-0.0025893794,down-in-warm,0.9977500826707698,False
5_2918,40,4,1.2074556122696358,0.0006856064270094,0.7029793720505655,Chr5,24068531.0,24,16,24084406,1,0.014794746,up-in-warm,0.9977500826707698,False
2_559,7,0,0.3785360726298967,1.0,0.7032076156265319,Chr2,2331303.0,2,5,2330941,123,0.06782203,up-in-warm,0.9977500826707698,False
3_2286,11,0,0.4837649276065586,1.0,0.7034057724974759,Chr3,17009000.0,4,7,17009000,1,-0.02347865,down-in-warm,0.9977500826707698,False
3_783,2,0,0.2431362677980016,1.0,0.7034186290881919,Chr3,8235053.5,0,2,8234867,61,-0.054835185,down-in-warm,0.9977500826707698,False
1_3544,23,3,0.7916934000810149,0.001524565696366,0.7035795719544977,Chr1,22606589.0,17,6,22606661,6497,0.06747513,up-in-warm,0.9977500826707698,False
4_379,1,0,0.2142483416498161,1.0,0.7038813260615675,Chr4,5000398.0,0,1,5000398,621,-0.083368346,down-in-warm,0.9977500826707698,False
3_710,16,1,0.6121028297120394,0.1485422289051245,0.7039168488189038,Chr3,7895702.0,8,8,7895850,1,0.042238697,up-in-warm,0.9977500826707698,False
4_1377,3,0,0.268395233826679,1.0,0.7039291992824435,Chr4,8819957.0,1,2,8819835,144,-0.0042041815,down-in-warm,0.9977500826707698,False
1_4517,3,0,0.2681103927538805,1.0,0.7040074052695625,Chr1,25382996.0,1,2,25383496,92,0.013623565,up-in-warm,0.9977500826707698,False
1_5094,2,0,0.2405330362716751,1.0,0.7041358839873588,Chr1,29006035.0,2,0,29006035,1,0.07782039,up-in-warm,0.9977500826707698,False
1_3937,2,0,0.2405330362716751,1.0,0.7041358839873588,Chr1,23682437.0,2,0,23682437,1,0.07782039,up-in-warm,0.9977500826707698,False
5_229,2,0,0.2397820490987844,1.0,0.7043426514316308,Chr5,1368260.0,1,1,1368449,80,0.013894727,up-in-warm,0.9977500826707698,False
4_1871,1,0,0.2118457950089935,1.0,0.70454498064989,Chr4,9914791.0,0,1,9914791,1,-0.02938233,down-in-warm,0.9977500826707698,False
5_2306,1,0,0.2109985536119983,1.0,0.7047788505633519,Chr5,20194636.0,1,0,20194636,61,0.031819627,up-in-warm,0.9977500826707698,False
3_2248,2,0,0.2379342908389303,1.0,0.704851107196205,Chr3,16948831.5,1,1,16948657,92,0.0035935696,up-in-warm,0.9977500826707698,False
2_1449,31,1,0.9840981662256828,0.2676966303456026,0.7049899700620255,Chr2,13683006.0,19,12,13679900,1,0.0070509287,up-in-warm,0.9977500826707698,False
3_2292,1,0,0.2099299324781161,1.0,0.705073707870276,Chr3,17020702.0,0,1,17020702,120,-0.02163422,down-in-warm,0.9977500826707698,False
4_593,16,1,0.6067999236484248,0.1485422289051245,0.7053141810069083,Chr4,6340855.0,8,8,6340855,6,0.0150907645,up-in-warm,0.9977500826707698,False
1_832,21,1,0.7345340272773492,0.1902721317787416,0.7053188249755395,Chr1,7388897.0,10,11,7388388,1693,-0.0018597664,down-in-warm,0.9977500826707698,False
5_1780,43,0,1.2669393766385852,1.0,0.7055681032228079,Chr5,17429196.0,17,26,17430140,1886,-0.014028201,down-in-warm,0.9977500826707698,False
3_917,1,0,0.2073760312751643,1.0,0.7057778380238738,Chr3,8926369.0,0,1,8926369,2,-0.054039337,down-in-warm,0.9977500826707698,False
1_3541,1,0,0.2072623193107224,1.0,0.7058091712178427,Chr1,22605849.0,0,1,22605849,721,-0.031164845,down-in-warm,0.9977500826707698,False
5_2579,1,0,0.2072229305210343,1.0,0.7058200243915831,Chr5,22272446.0,0,1,22272446,65,-0.06945267,down-in-warm,0.9977500826707698,False
4_2586,1,0,0.2070744187230681,1.0,0.7058609436181842,Chr4,12948909.0,0,1,12948909,556,-0.04253114,down-in-warm,0.9977500826707698,False
1_3385,4,0,0.2864330851948144,1.0,0.7063816005259791,Chr1,22363175.5,1,3,22363198,1,-0.035470437,down-in-warm,0.9977500826707698,False
4_3025,1,0,0.2046285854479717,1.0,0.7065344616149285,Chr4,18074017.0,1,0,18074017,451,0.034439083,up-in-warm,0.9977500826707698,False
1_4412,4,0,0.2846100089998361,1.0,0.7068784746238024,Chr1,24927222.0,3,1,24927222,1,0.054799706,up-in-warm,0.9977500826707698,False
4_1801,14,0,0.5484523447701726,1.0,0.7070517036410976,Chr4,9741802.0,7,7,9741802,1,0.015796095,up-in-warm,0.9977500826707698,False
3_2464,1,0,0.2013980498069288,1.0,0.707422969398386,Chr3,17353593.0,0,1,17353593,1,-0.051676042,down-in-warm,0.9977500826707698,False
3_3015,1,0,0.2008686266532556,1.0,0.707568459582582,Chr3,19728533.0,0,1,19728533,1,-0.043129817,down-in-warm,0.9977500826707698,False
3_2290,3,0,0.254799723176464,1.0,0.7076513578727354,Chr3,17016490.0,2,1,17016552,346,0.024040848,up-in-warm,0.9977500826707698,False
1_1132,5,0,0.3072206564359614,1.0,0.7080379993162023,Chr1,8383644.0,2,3,8383644,1,-0.0050920257,down-in-warm,0.9977500826707698,False
3_3032,21,3,0.7239003511013393,0.0011621337827756,0.7080711025356181,Chr3,19758187.0,16,5,19758187,1,0.034948237,up-in-warm,0.9977500826707698,False
1_4316,16,0,0.595971420264103,1.0,0.7081580372708999,Chr1,24611197.0,6,10,24611198,1,-0.010874074,down-in-warm,0.9977500826707698,False
2_651,143,9,3.088800567605632,1.5995216467440932e-05,0.708268885906717,Chr2,5685723.0,47,96,5687325,6,-0.011680601,down-in-warm,0.9977500826707698,False
2_271,11,1,0.4650775847156914,0.1046617457412836,0.7083945970587724,Chr2,796854.0,10,1,798835,71,0.10294471,up-in-warm,0.9977500826707698,False
1_2582,108,4,2.555456129014445,0.0236040352454166,0.7085989872240284,Chr1,18899078.0,48,60,18899078,1,-0.0015178621,down-in-warm,0.9977500826707698,False
3_1542,107,5,2.5380478028270104,0.0045776791920284,0.7087007739296388,Chr3,13386842.0,58,49,13364761,1,0.018748546,up-in-warm,0.9977500826707698,False
2_1344,1,0,0.1966404935036846,1.0,0.708729179375655,Chr2,12429810.0,1,0,12429810,1,0.04484955,up-in-warm,0.9977500826707698,False
2_607,8,1,0.3842932110107077,0.0772553055720799,0.7088324798610698,Chr2,4218909.0,5,3,4218948,393,-0.0022512786,down-in-warm,0.9977500826707698,False
5_3039,44,2,1.2753705169190754,0.0717832414331846,0.7091399203462001,Chr5,26250369.0,24,20,26250369,1,0.009371241,up-in-warm,0.9977500826707698,False
3_2800,1,0,0.192937545969617,1.0,0.7097439538146804,Chr3,18750338.0,0,1,18750338,58,-0.05529673,down-in-warm,0.9977500826707698,False
2_492,17,0,0.6151359453672567,1.0,0.7098661449626947,Chr2,1496991.0,10,7,1496991,1,0.013018791,up-in-warm,0.9977500826707698,False
3_1739,1,0,0.1920200245138135,1.0,0.7099951397860376,Chr3,15700902.0,1,0,15700902,54,0.049186338,up-in-warm,0.9977500826707698,False
4_2590,1,0,0.19187969875665,1.0,0.7100335471888392,Chr4,12958045.0,0,1,12958045,248,-0.013375558,down-in-warm,0.9977500826707698,False
1_2753,3,0,0.2457137961156667,1.0,0.7101266951072404,Chr1,19640565.0,3,0,19640565,1,0.04916853,up-in-warm,0.9977500826707698,False
2_2012,5,0,0.2994387603278065,1.0,0.7101439333734159,Chr2,18752864.0,2,3,18749248,85,0.0046098446,up-in-warm,0.9977500826707698,False
1_1528,3,1,0.2447414694591658,0.029701,0.710391008932909,Chr1,10152762.0,1,2,10152023,335,-0.07656628,down-in-warm,0.9977500826707698,False
2_1162,74,7,1.9176412365725213,1.001550470442962e-05,0.7104394342818834,Chr2,10488048.0,40,34,10483366,1,0.03412273,up-in-warm,0.9977500826707698,False
5_2528,4,0,0.2710574679952572,1.0,0.7105598961425952,Chr5,22064277.0,0,4,22064277,1,-0.06403499,down-in-warm,0.9977500826707698,False
4_2340,1,0,0.1898113520058119,1.0,0.710599380425199,Chr4,11146765.0,1,0,11146765,1273,0.040926326,up-in-warm,0.9977500826707698,False
5_1902,9,0,0.4037118733458692,1.0,0.7107163721277139,Chr5,17656800.0,4,5,17656800,1,-0.004626436,down-in-warm,0.9977500826707698,False
1_1141,1,0,0.1890299541223772,1.0,0.7108130107039354,Chr1,8396173.0,1,0,8396173,64,0.059018873,up-in-warm,0.9977500826707698,False
5_2370,13,1,0.5080330012380444,0.1224789770010321,0.7108557507947046,Chr5,20736123.0,5,8,20736123,1,-0.02392177,down-in-warm,0.9977500826707698,False
1_1820,1,0,0.188574908589122,1.0,0.7109373837111403,Chr1,11427041.0,0,1,11427041,1,-0.05192498,down-in-warm,0.9977500826707698,False
3_64,1,0,0.188521197779507,1.0,0.7109520622849498,Chr3,1174344.0,0,1,1174344,1,-0.03653047,down-in-warm,0.9977500826707698,False
2_892,22,0,0.7373638197594302,1.0,0.7110938672227831,Chr2,8147812.0,12,10,8147900,634,-0.001082243,down-in-warm,0.9977500826707698,False
1_4607,34,1,1.0317563765756723,0.2894467727277079,0.7112035958009394,Chr1,25978871.0,13,21,25978871,1,-0.008544095,down-in-warm,0.9977500826707698,False
5_2212,2,0,0.2137396260381936,1.0,0.7114713844639764,Chr5,19219293.5,2,0,19219309,1,0.035324834,up-in-warm,0.9977500826707698,False
5_1440,1,0,0.1857289557182336,1.0,0.7117146680157953,Chr5,16490547.0,0,1,16490547,1391,-0.042167597,down-in-warm,0.9977500826707698,False
3_3400,68,5,1.7891541019312254,0.0006178038260051,0.7117852821332429,Chr3,23377759.0,32,36,23377759,187,0.010615593,up-in-warm,0.9977500826707698,False
1_4528,10,0,0.4260011300497346,1.0,0.7117964182083896,Chr1,25425683.0,7,3,25425683,1,0.058053326,up-in-warm,0.9977500826707698,False
1_1300,3,0,0.2392752945986575,1.0,0.7118748044266531,Chr1,9085128.0,2,1,9084792,1,-0.0042227753,down-in-warm,0.9977500826707698,False
3_3110,12,1,0.4778552401829819,0.1136151282838708,0.7119404058719647,Chr3,20590494.5,7,5,20607347,1,0.01827956,up-in-warm,0.9977500826707698,False
4_2362,3,0,0.2388572059204355,1.0,0.7119881469448927,Chr4,11162021.0,2,1,11162274,3,0.013009046,up-in-warm,0.9977500826707698,False
1_4906,1,0,0.1838135575181476,1.0,0.7122372444434242,Chr1,26902195.0,1,0,26902195,1,0.012180302,up-in-warm,0.9977500826707698,False
1_2717,1,0,0.1838135575181476,1.0,0.7122372444434242,Chr1,19572894.0,1,0,19572894,1,0.012180302,up-in-warm,0.9977500826707698,False
1_3407,1,0,0.1838135575181476,1.0,0.7122372444434242,Chr1,22382440.0,1,0,22382440,1,0.012180302,up-in-warm,0.9977500826707698,False
4_828,3,0,0.2370594693690961,1.0,0.7124752676676712,Chr4,7605298.0,1,2,7605298,1,-0.05843016,down-in-warm,0.9977500826707698,False
4_709,5,0,0.2899554053816639,1.0,0.7127006409736368,Chr4,6824388.0,2,3,6824958,1,-0.017491488,down-in-warm,0.9977500826707698,False
1_4266,1,0,0.181761015440175,1.0,0.7127967404804707,Chr1,24488504.0,1,0,24488504,1,0.052612826,up-in-warm,0.9977500826707698,False
1_2169,2,0,0.2087700614943664,1.0,0.7128224730196535,Chr1,16140482.5,1,1,16140403,76,0.025836851,up-in-warm,0.9977500826707698,False
5_1341,4,0,0.2626132770200737,1.0,0.712842644830364,Chr5,16178994.0,1,3,16178876,1,-0.03976327,down-in-warm,0.9977500826707698,False
5_160,1,0,0.1812521023919178,1.0,0.7129353837974242,Chr5,980099.0,1,0,980099,389,0.062023677,up-in-warm,0.9977500826707698,False
4_1379,9,0,0.3953046067995334,1.0,0.7129532708591582,Chr4,8860246.0,5,4,8863323,172,0.016775034,up-in-warm,0.9977500826707698,False
1_1209,135,8,2.954242140810208,7.187987787931618e-05,0.712988385231051,Chr1,8698557.0,62,73,8755637,71,0.0035533067,up-in-warm,0.9977500826707698,False
1_3795,21,0,0.7047148518090433,1.0,0.7130063000795201,Chr1,23191883.0,7,14,23191883,1,-0.00447223,down-in-warm,0.9977500826707698,False
4_159,57,7,1.549715059014866,1.7063668340959316e-06,0.713145902311767,Chr4,1353800.0,23,34,1365618,1,0.0029119828,up-in-warm,0.9977500826707698,False
1_1736,19,2,0.6532812741062864,0.0152737614888966,0.7132111953202711,Chr1,11312590.0,10,9,11311492,1866,0.005322389,up-in-warm,0.9977500826707698,False
2_1735,1,0,0.1801632099415563,1.0,0.7132319245536661,Chr2,16888401.0,1,0,16888401,68,0.028961942,up-in-warm,0.9977500826707698,False
1_2841,15,1,0.5497122384912176,0.1399416453587116,0.7135097756477602,Chr1,20039380.0,7,8,20034260,440,0.010285958,up-in-warm,0.9977500826707698,False
2_33,1,0,0.178963807853536,1.0,0.7135583925103626,Chr2,179939.0,1,0,179939,57,0.028658919,up-in-warm,0.9977500826707698,False
1_1822,3,0,0.2330260633444094,1.0,0.7135667531737435,Chr1,11434050.0,2,1,11434050,1,0.0249412,up-in-warm,0.9977500826707698,False
4_670,112,4,2.598071847965622,0.0265236408835421,0.7136433647626996,Chr4,6504861.0,50,62,6503978,1,0.002523918,up-in-warm,0.9977500826707698,False
4_2482,1,0,0.1786493271736444,1.0,0.7136439625207984,Chr4,11963311.0,0,1,11963311,132,-0.071362376,down-in-warm,0.9977500826707698,False
3_1382,1,0,0.1783608925829971,1.0,0.7137224347353575,Chr3,11034063.0,1,0,11034063,1,0.01432548,up-in-warm,0.9977500826707698,False
5_3002,8,0,0.3657294509338145,1.0,0.7137912120421814,Chr5,25195175.0,5,3,25195779,1,0.053139284,up-in-warm,0.9977500826707698,False
2_522,5,0,0.2853929964134781,1.0,0.7139268505246281,Chr2,1992851.0,4,1,1992851,1,0.081643544,up-in-warm,0.9977500826707698,False
1_1786,9,0,0.3912014829694289,1.0,0.7140419953544521,Chr1,11372883.0,5,4,11372883,1,0.03770074,up-in-warm,0.9977500826707698,False
5_1052,143,5,3.0590295155530134,0.0149353335644209,0.7141885046282835,Chr5,15173660.0,68,75,15170908,1,0.006665372,up-in-warm,0.9977500826707698,False
